Year,Period,Area,Area Type,Adjustment,Employment,Civilian Labor Force,Unemployment,Unemployment Rate
2018,March,Dimmit                                               ,County,Not Adjusted,"6,896","7,124",228,3.2
2018,June,Dimmit                                               ,County,Not Adjusted,"7,181","7,467",286,3.8
2018,September,Dimmit                                               ,County,Not Adjusted,"7,329","7,521",192,2.6
2018,December,Dimmit                                               ,County,Not Adjusted,"7,213","7,403",190,2.6
2018,March,Donley                                               ,County,Not Adjusted,"1,471","1,519",48,3.2
2018,June,Donley                                               ,County,Not Adjusted,"1,685","1,753",68,3.9
2018,September,Donley                                               ,County,Not Adjusted,"1,477","1,532",55,3.6
2018,December,Donley                                               ,County,Not Adjusted,"1,422","1,477",55,3.7
2018,March,Duval                                                ,County,Not Adjusted,"4,784","5,058",274,5.4
2018,June,Duval                                                ,County,Not Adjusted,"4,789","5,085",296,5.8
2018,September,Duval                                                ,County,Not Adjusted,"4,812","5,084",272,5.4
2018,December,Duval                                                ,County,Not Adjusted,"4,855","5,089",234,4.6
2018,March,Eastland                                             ,County,Not Adjusted,"8,333","8,633",300,3.5
2018,June,Eastland                                             ,County,Not Adjusted,"8,419","8,765",346,3.9
2018,September,Eastland                                             ,County,Not Adjusted,"8,569","8,847",278,3.1
2018,December,Eastland                                             ,County,Not Adjusted,"8,581","8,849",268,3
2018,March,Ector                                                ,County,Not Adjusted,"81,156","83,613","2,457",2.9
2018,June,Ector                                                ,County,Not Adjusted,"82,976","85,532","2,556",3
2018,September,Ector                                                ,County,Not Adjusted,"84,994","87,201","2,207",2.5
2018,December,Ector                                                ,County,Not Adjusted,"86,280","88,418","2,138",2.4
2018,March,Edwards                                              ,County,Not Adjusted,874,900,26,2.9
2018,June,Edwards                                              ,County,Not Adjusted,870,897,27,3
2018,September,Edwards                                              ,County,Not Adjusted,862,886,24,2.7
2018,December,Edwards                                              ,County,Not Adjusted,849,875,26,3
2018,March,Ellis                                                ,County,Not Adjusted,"87,031","90,162","3,131",3.5
2018,June,Ellis                                                ,County,Not Adjusted,"87,476","90,904","3,428",3.8
2018,September,Ellis                                                ,County,Not Adjusted,"87,759","90,725","2,966",3.3
2018,December,Ellis                                                ,County,Not Adjusted,"88,696","91,592","2,896",3.2
2018,March,El Paso                                              ,County,Not Adjusted,"341,736","357,262","15,526",4.3
2018,June,El Paso                                              ,County,Not Adjusted,"338,604","355,164","16,560",4.7
2018,September,El Paso                                              ,County,Not Adjusted,"343,575","358,590","15,015",4.2
2018,December,El Paso                                              ,County,Not Adjusted,"347,165","361,523","14,358",4
2018,March,Erath                                                ,County,Not Adjusted,"20,762","21,397",635,3
2018,June,Erath                                                ,County,Not Adjusted,"19,854","20,604",750,3.6
2018,September,Erath                                                ,County,Not Adjusted,"20,031","20,663",632,3.1
2018,December,Erath                                                ,County,Not Adjusted,"20,269","20,898",629,3
2018,March,Falls                                                ,County,Not Adjusted,"6,271","6,529",258,4
2018,June,Falls                                                ,County,Not Adjusted,"6,279","6,574",295,4.5
2018,September,Falls                                                ,County,Not Adjusted,"6,281","6,526",245,3.8
2018,December,Falls                                                ,County,Not Adjusted,"6,238","6,464",226,3.5
2018,March,Fannin                                               ,County,Not Adjusted,"15,684","16,205",521,3.2
2018,June,Fannin                                               ,County,Not Adjusted,"15,777","16,326",549,3.4
2018,September,Fannin                                               ,County,Not Adjusted,"16,215","16,716",501,3
2018,December,Fannin                                               ,County,Not Adjusted,"16,265","16,751",486,2.9
2018,March,Fayette                                              ,County,Not Adjusted,"12,319","12,698",379,3
2018,June,Fayette                                              ,County,Not Adjusted,"12,256","12,645",389,3.1
2018,September,Fayette                                              ,County,Not Adjusted,"12,235","12,578",343,2.7
2018,December,Fayette                                              ,County,Not Adjusted,"12,201","12,521",320,2.6
2018,March,Fisher                                               ,County,Not Adjusted,"1,638","1,693",55,3.2
2018,June,Fisher                                               ,County,Not Adjusted,"1,596","1,653",57,3.4
2018,September,Fisher                                               ,County,Not Adjusted,"1,598","1,650",52,3.2
2018,December,Fisher                                               ,County,Not Adjusted,"1,531","1,579",48,3
2018,March,Floyd                                                ,County,Not Adjusted,"2,630","2,786",156,5.6
2018,June,Floyd                                                ,County,Not Adjusted,"2,565","2,716",151,5.6
2018,September,Floyd                                                ,County,Not Adjusted,"2,483","2,619",136,5.2
2018,December,Floyd                                                ,County,Not Adjusted,"2,389","2,509",120,4.8
2018,March,Foard                                                ,County,Not Adjusted,571,587,16,2.7
2018,June,Foard                                                ,County,Not Adjusted,580,602,22,3.7
2018,September,Foard                                                ,County,Not Adjusted,546,562,16,2.8
2018,December,Foard                                                ,County,Not Adjusted,551,568,17,3
2018,March,Fort Bend                                            ,County,Not Adjusted,"369,649","385,514","15,865",4.1
2018,June,Fort Bend                                            ,County,Not Adjusted,"370,485","387,248","16,763",4.3
2018,September,Fort Bend                                            ,County,Not Adjusted,"371,115","386,049","14,934",3.9
2018,December,Fort Bend                                            ,County,Not Adjusted,"375,435","389,667","14,232",3.7
2018,March,Franklin                                             ,County,Not Adjusted,"4,439","4,641",202,4.4
2018,June,Franklin                                             ,County,Not Adjusted,"4,418","4,619",201,4.4
2018,September,Franklin                                             ,County,Not Adjusted,"4,354","4,543",189,4.2
2018,December,Franklin                                             ,County,Not Adjusted,"4,308","4,484",176,3.9
2018,March,Freestone                                            ,County,Not Adjusted,"6,366","6,793",427,6.3
2018,June,Freestone                                            ,County,Not Adjusted,"6,185","6,616",431,6.5
2018,September,Freestone                                            ,County,Not Adjusted,"6,113","6,493",380,5.9
2018,December,Freestone                                            ,County,Not Adjusted,"6,068","6,401",333,5.2
2018,March,Frio                                                 ,County,Not Adjusted,"9,616","9,914",298,3
2018,June,Frio                                                 ,County,Not Adjusted,"10,053","10,371",318,3.1
2018,September,Frio                                                 ,County,Not Adjusted,"10,157","10,444",287,2.7
2018,December,Frio                                                 ,County,Not Adjusted,"9,895","10,171",276,2.7
2018,March,Gaines                                               ,County,Not Adjusted,"9,340","9,584",244,2.5
2018,June,Gaines                                               ,County,Not Adjusted,"9,067","9,353",286,3.1
2018,September,Gaines                                               ,County,Not Adjusted,"9,246","9,482",236,2.5
2018,December,Gaines                                               ,County,Not Adjusted,"9,103","9,334",231,2.5
2018,March,Galveston                                            ,County,Not Adjusted,"155,118","162,812","7,694",4.7
2018,June,Galveston                                            ,County,Not Adjusted,"155,418","163,698","8,280",5.1
2018,September,Galveston                                            ,County,Not Adjusted,"155,665","163,048","7,383",4.5
2018,December,Galveston                                            ,County,Not Adjusted,"157,351","164,606","7,255",4.4
2018,March,Garza                                                ,County,Not Adjusted,"2,111","2,180",69,3.2
2018,June,Garza                                                ,County,Not Adjusted,"2,074","2,144",70,3.3
2018,September,Garza                                                ,County,Not Adjusted,"2,041","2,103",62,2.9
2018,December,Garza                                                ,County,Not Adjusted,"2,076","2,131",55,2.6
2018,March,Gillespie                                            ,County,Not Adjusted,"13,088","13,442",354,2.6
2018,June,Gillespie                                            ,County,Not Adjusted,"13,193","13,555",362,2.7
2018,September,Gillespie                                            ,County,Not Adjusted,"12,915","13,258",343,2.6
2018,December,Gillespie                                            ,County,Not Adjusted,"13,045","13,388",343,2.6
2018,March,Glasscock                                            ,County,Not Adjusted,854,872,18,2.1
2018,June,Glasscock                                            ,County,Not Adjusted,837,856,19,2.2
2018,September,Glasscock                                            ,County,Not Adjusted,886,904,18,2
2018,December,Glasscock                                            ,County,Not Adjusted,788,804,16,2
2018,March,Goliad                                               ,County,Not Adjusted,"3,170","3,310",140,4.2
2018,June,Goliad                                               ,County,Not Adjusted,"3,155","3,289",134,4.1
2018,September,Goliad                                               ,County,Not Adjusted,"3,157","3,275",118,3.6
2018,December,Goliad                                               ,County,Not Adjusted,"3,156","3,266",110,3.4
2018,March,Gonzales                                             ,County,Not Adjusted,"9,361","9,668",307,3.2
2018,June,Gonzales                                             ,County,Not Adjusted,"9,209","9,534",325,3.4
2018,September,Gonzales                                             ,County,Not Adjusted,"9,372","9,651",279,2.9
2018,December,Gonzales                                             ,County,Not Adjusted,"8,968","9,228",260,2.8
2018,March,Gray                                                 ,County,Not Adjusted,"7,836","8,175",339,4.1
2018,June,Gray                                                 ,County,Not Adjusted,"7,966","8,296",330,4
2018,September,Gray                                                 ,County,Not Adjusted,"7,809","8,113",304,3.7
2018,December,Gray                                                 ,County,Not Adjusted,"7,718","8,002",284,3.5
2018,March,Grayson                                              ,County,Not Adjusted,"60,520","62,682","2,162",3.4
2018,June,Grayson                                              ,County,Not Adjusted,"60,997","63,316","2,319",3.7
2018,September,Grayson                                              ,County,Not Adjusted,"61,124","63,168","2,044",3.2
2018,December,Grayson                                              ,County,Not Adjusted,"61,709","63,665","1,956",3.1
2018,March,Gregg                                                ,County,Not Adjusted,"55,132","57,596","2,464",4.3
2018,June,Gregg                                                ,County,Not Adjusted,"55,101","57,661","2,560",4.4
2018,September,Gregg                                                ,County,Not Adjusted,"55,167","57,454","2,287",4
2018,December,Gregg                                                ,County,Not Adjusted,"55,217","57,445","2,228",3.9
2018,March,Grimes                                               ,County,Not Adjusted,"10,685","11,180",495,4.4
2018,June,Grimes                                               ,County,Not Adjusted,"10,543","11,069",526,4.8
2018,September,Grimes                                               ,County,Not Adjusted,"10,698","11,138",440,4
2018,December,Grimes                                               ,County,Not Adjusted,"10,683","11,078",395,3.6
2018,March,Guadalupe                                            ,County,Not Adjusted,"77,337","79,878","2,541",3.2
2018,June,Guadalupe                                            ,County,Not Adjusted,"77,837","80,620","2,783",3.5
2018,September,Guadalupe                                            ,County,Not Adjusted,"77,934","80,444","2,510",3.1
2018,December,Guadalupe                                            ,County,Not Adjusted,"78,236","80,704","2,468",3.1
2018,March,Hale                                                 ,County,Not Adjusted,"12,154","12,814",660,5.2
2018,June,Hale                                                 ,County,Not Adjusted,"11,852","12,606",754,6
2018,September,Hale                                                 ,County,Not Adjusted,"11,860","12,443",583,4.7
2018,December,Hale                                                 ,County,Not Adjusted,"11,599","12,144",545,4.5
2018,March,Hall                                                 ,County,Not Adjusted,"1,081","1,140",59,5.2
2018,June,Hall                                                 ,County,Not Adjusted,"1,081","1,134",53,4.7
2018,September,Hall                                                 ,County,Not Adjusted,"1,071","1,115",44,3.9
2018,December,Hall                                                 ,County,Not Adjusted,"1,013","1,055",42,4
2018,March,Hamilton                                             ,County,Not Adjusted,"3,487","3,612",125,3.5
2018,June,Hamilton                                             ,County,Not Adjusted,"3,513","3,652",139,3.8
2018,September,Hamilton                                             ,County,Not Adjusted,"3,557","3,665",108,2.9
2018,December,Hamilton                                             ,County,Not Adjusted,"3,534","3,641",107,2.9
2018,March,Hansford                                             ,County,Not Adjusted,"2,858","2,925",67,2.3
2018,June,Hansford                                             ,County,Not Adjusted,"2,834","2,907",73,2.5
2018,September,Hansford                                             ,County,Not Adjusted,"2,807","2,869",62,2.2
2018,December,Hansford                                             ,County,Not Adjusted,"2,686","2,754",68,2.5
2018,March,Hardeman                                             ,County,Not Adjusted,"1,624","1,693",69,4.1
2018,June,Hardeman                                             ,County,Not Adjusted,"1,618","1,681",63,3.7
2018,September,Hardeman                                             ,County,Not Adjusted,"1,634","1,696",62,3.7
2018,December,Hardeman                                             ,County,Not Adjusted,"1,590","1,644",54,3.3
2018,March,Hardin                                               ,County,Not Adjusted,"24,032","25,434","1,402",5.5
2018,June,Hardin                                               ,County,Not Adjusted,"24,112","25,520","1,408",5.5
2018,September,Hardin                                               ,County,Not Adjusted,"24,066","25,295","1,229",4.9
2018,December,Hardin                                               ,County,Not Adjusted,"24,016","25,249","1,233",4.9
2018,March,Harris                                               ,County,Not Adjusted,"2,177,800","2,282,561","104,761",4.6
2018,June,Harris                                               ,County,Not Adjusted,"2,181,147","2,290,245","109,098",4.8
2018,September,Harris                                               ,County,Not Adjusted,"2,184,100","2,281,540","97,440",4.3
2018,December,Harris                                               ,County,Not Adjusted,"2,210,877","2,304,211","93,334",4.1
2018,March,Harrison                                             ,County,Not Adjusted,"28,716","30,073","1,357",4.5
2018,June,Harrison                                             ,County,Not Adjusted,"28,784","30,221","1,437",4.8
2018,September,Harrison                                             ,County,Not Adjusted,"28,718","29,981","1,263",4.2
2018,December,Harrison                                             ,County,Not Adjusted,"28,294","29,514","1,220",4.1
2018,March,Hartley                                              ,County,Not Adjusted,"2,884","2,938",54,1.8
2018,June,Hartley                                              ,County,Not Adjusted,"2,861","2,917",56,1.9
2018,September,Hartley                                              ,County,Not Adjusted,"2,788","2,846",58,2
2018,December,Hartley                                              ,County,Not Adjusted,"2,682","2,731",49,1.8
2018,March,Haskell                                              ,County,Not Adjusted,"2,357","2,456",99,4
2018,June,Haskell                                              ,County,Not Adjusted,"2,290","2,392",102,4.3
2018,September,Haskell                                              ,County,Not Adjusted,"2,254","2,338",84,3.6
2018,December,Haskell                                              ,County,Not Adjusted,"2,181","2,259",78,3.5
2018,March,Hays                                                 ,County,Not Adjusted,"111,749","115,212","3,463",3
2018,June,Hays                                                 ,County,Not Adjusted,"112,721","116,607","3,886",3.3
2018,September,Hays                                                 ,County,Not Adjusted,"112,923","116,354","3,431",2.9
2018,December,Hays                                                 ,County,Not Adjusted,"114,341","117,694","3,353",2.8
2018,March,Hemphill                                             ,County,Not Adjusted,"2,353","2,407",54,2.2
2018,June,Hemphill                                             ,County,Not Adjusted,"2,115","2,168",53,2.4
2018,September,Hemphill                                             ,County,Not Adjusted,"2,257","2,300",43,1.9
2018,December,Hemphill                                             ,County,Not Adjusted,"2,153","2,195",42,1.9
2018,March,Henderson                                            ,County,Not Adjusted,"35,009","36,439","1,430",3.9
2018,June,Henderson                                            ,County,Not Adjusted,"34,903","36,447","1,544",4.2
2018,September,Henderson                                            ,County,Not Adjusted,"34,726","36,055","1,329",3.7
2018,December,Henderson                                            ,County,Not Adjusted,"34,649","35,971","1,322",3.7
2018,March,Hidalgo                                              ,County,Not Adjusted,"327,417","350,967","23,550",6.7
2018,June,Hidalgo                                              ,County,Not Adjusted,"323,230","348,504","25,274",7.3
2018,September,Hidalgo                                              ,County,Not Adjusted,"321,875","343,180","21,305",6.2
2018,December,Hidalgo                                              ,County,Not Adjusted,"328,773","352,429","23,656",6.7
2018,March,Hill                                                 ,County,Not Adjusted,"15,804","16,404",600,3.7
2018,June,Hill                                                 ,County,Not Adjusted,"15,647","16,315",668,4.1
2018,September,Hill                                                 ,County,Not Adjusted,"15,796","16,385",589,3.6
2018,December,Hill                                                 ,County,Not Adjusted,"15,657","16,221",564,3.5
2018,March,Hockley                                              ,County,Not Adjusted,"11,189","11,584",395,3.4
2018,June,Hockley                                              ,County,Not Adjusted,"11,079","11,486",407,3.5
2018,September,Hockley                                              ,County,Not Adjusted,"11,098","11,438",340,3
2018,December,Hockley                                              ,County,Not Adjusted,"10,869","11,199",330,2.9
2018,March,Hood                                                 ,County,Not Adjusted,"25,965","27,012","1,047",3.9
2018,June,Hood                                                 ,County,Not Adjusted,"26,024","27,126","1,102",4.1
2018,September,Hood                                                 ,County,Not Adjusted,"26,088","27,042",954,3.5
2018,December,Hood                                                 ,County,Not Adjusted,"26,315","27,244",929,3.4
2018,March,Hopkins                                              ,County,Not Adjusted,"16,869","17,491",622,3.6
2018,June,Hopkins                                              ,County,Not Adjusted,"16,794","17,439",645,3.7
2018,September,Hopkins                                              ,County,Not Adjusted,"16,751","17,326",575,3.3
2018,December,Hopkins                                              ,County,Not Adjusted,"16,728","17,273",545,3.2
2018,March,Houston                                              ,County,Not Adjusted,"9,824","10,253",429,4.2
2018,June,Houston                                              ,County,Not Adjusted,"9,883","10,305",422,4.1
2018,September,Houston                                              ,County,Not Adjusted,"9,810","10,157",347,3.4
2018,December,Houston                                              ,County,Not Adjusted,"9,893","10,227",334,3.3
2018,March,Howard                                               ,County,Not Adjusted,"13,189","13,702",513,3.7
2018,June,Howard                                               ,County,Not Adjusted,"13,108","13,621",513,3.8
2018,September,Howard                                               ,County,Not Adjusted,"13,234","13,656",422,3.1
2018,December,Howard                                               ,County,Not Adjusted,"13,286","13,685",399,2.9
2018,March,Hudspeth                                             ,County,Not Adjusted,"1,753","1,841",88,4.8
2018,June,Hudspeth                                             ,County,Not Adjusted,"1,715","1,804",89,4.9
2018,September,Hudspeth                                             ,County,Not Adjusted,"1,729","1,807",78,4.3
2018,December,Hudspeth                                             ,County,Not Adjusted,"1,692","1,767",75,4.2
2018,March,Hunt                                                 ,County,Not Adjusted,"40,623","42,274","1,651",3.9
2018,June,Hunt                                                 ,County,Not Adjusted,"40,797","42,609","1,812",4.3
2018,September,Hunt                                                 ,County,Not Adjusted,"40,913","42,526","1,613",3.8
2018,December,Hunt                                                 ,County,Not Adjusted,"41,327","42,901","1,574",3.7
2018,March,Hutchinson                                           ,County,Not Adjusted,"8,749","9,207",458,5
2018,June,Hutchinson                                           ,County,Not Adjusted,"8,599","9,105",506,5.6
2018,September,Hutchinson                                           ,County,Not Adjusted,"8,446","8,870",424,4.8
2018,December,Hutchinson                                           ,County,Not Adjusted,"8,419","8,823",404,4.6
2018,March,Irion                                                ,County,Not Adjusted,760,786,26,3.3
2018,June,Irion                                                ,County,Not Adjusted,744,773,29,3.8
2018,September,Irion                                                ,County,Not Adjusted,743,765,22,2.9
2018,December,Irion                                                ,County,Not Adjusted,729,751,22,2.9
2018,March,Jack                                                 ,County,Not Adjusted,"4,194","4,308",114,2.6
2018,June,Jack                                                 ,County,Not Adjusted,"4,460","4,581",121,2.6
2018,September,Jack                                                 ,County,Not Adjusted,"4,316","4,419",103,2.3
2018,December,Jack                                                 ,County,Not Adjusted,"4,126","4,224",98,2.3
2018,March,Jackson                                              ,County,Not Adjusted,"7,131","7,392",261,3.5
2018,June,Jackson                                              ,County,Not Adjusted,"7,174","7,440",266,3.6
2018,September,Jackson                                              ,County,Not Adjusted,"7,140","7,373",233,3.2
2018,December,Jackson                                              ,County,Not Adjusted,"7,097","7,320",223,3
2018,March,Jasper                                               ,County,Not Adjusted,"12,590","13,489",899,6.7
2018,June,Jasper                                               ,County,Not Adjusted,"12,550","13,457",907,6.7
2018,September,Jasper                                               ,County,Not Adjusted,"12,346","13,138",792,6
2018,December,Jasper                                               ,County,Not Adjusted,"12,078","12,934",856,6.6
2018,March,Jeff Davis                                           ,County,Not Adjusted,"1,069","1,101",32,2.9
2018,June,Jeff Davis                                           ,County,Not Adjusted,"1,080","1,113",33,3
2018,September,Jeff Davis                                           ,County,Not Adjusted,"1,047","1,078",31,2.9
2018,December,Jeff Davis                                           ,County,Not Adjusted,977,"1,006",29,2.9
2018,March,Jefferson                                            ,County,Not Adjusted,"100,282","107,502","7,220",6.7
2018,June,Jefferson                                            ,County,Not Adjusted,"100,560","107,647","7,087",6.6
2018,September,Jefferson                                            ,County,Not Adjusted,"100,342","106,824","6,482",6.1
2018,December,Jefferson                                            ,County,Not Adjusted,"100,157","106,677","6,520",6.1
2018,March,Jim Hogg                                             ,County,Not Adjusted,"1,758","1,865",107,5.7
2018,June,Jim Hogg                                             ,County,Not Adjusted,"1,755","1,868",113,6
2018,September,Jim Hogg                                             ,County,Not Adjusted,"1,776","1,884",108,5.7
2018,December,Jim Hogg                                             ,County,Not Adjusted,"1,819","1,923",104,5.4
2018,March,Jim Wells                                            ,County,Not Adjusted,"16,085","17,082",997,5.8
2018,June,Jim Wells                                            ,County,Not Adjusted,"16,120","17,140","1,020",6
2018,September,Jim Wells                                            ,County,Not Adjusted,"16,158","17,009",851,5
2018,December,Jim Wells                                            ,County,Not Adjusted,"16,030","16,839",809,4.8
2018,March,Johnson                                              ,County,Not Adjusted,"77,082","79,925","2,843",3.6
2018,June,Johnson                                              ,County,Not Adjusted,"77,590","80,672","3,082",3.8
2018,September,Johnson                                              ,County,Not Adjusted,"77,927","80,623","2,696",3.3
2018,December,Johnson                                              ,County,Not Adjusted,"78,610","81,269","2,659",3.3
2018,March,Jones                                                ,County,Not Adjusted,"5,380","5,653",273,4.8
2018,June,Jones                                                ,County,Not Adjusted,"5,361","5,645",284,5
2018,September,Jones                                                ,County,Not Adjusted,"5,357","5,627",270,4.8
2018,December,Jones                                                ,County,Not Adjusted,"5,330","5,583",253,4.5
2018,March,Karnes                                               ,County,Not Adjusted,"6,462","6,672",210,3.1
2018,June,Karnes                                               ,County,Not Adjusted,"6,680","6,900",220,3.2
2018,September,Karnes                                               ,County,Not Adjusted,"6,710","6,899",189,2.7
2018,December,Karnes                                               ,County,Not Adjusted,"6,798","6,977",179,2.6
2018,March,Kaufman                                              ,County,Not Adjusted,"60,404","62,642","2,238",3.6
2018,June,Kaufman                                              ,County,Not Adjusted,"60,811","63,256","2,445",3.9
2018,September,Kaufman                                              ,County,Not Adjusted,"61,054","63,249","2,195",3.5
2018,December,Kaufman                                              ,County,Not Adjusted,"61,669","63,807","2,138",3.4
2018,March,Kendall                                              ,County,Not Adjusted,"21,284","21,934",650,3
2018,June,Kendall                                              ,County,Not Adjusted,"21,254","21,948",694,3.2
2018,September,Kendall                                              ,County,Not Adjusted,"21,213","21,850",637,2.9
2018,December,Kendall                                              ,County,Not Adjusted,"21,258","21,883",625,2.9
2018,March,Kenedy                                               ,County,Not Adjusted,244,254,10,3.9
2018,June,Kenedy                                               ,County,Not Adjusted,241,254,13,5.1
2018,September,Kenedy                                               ,County,Not Adjusted,243,252,9,3.6
2018,December,Kenedy                                               ,County,Not Adjusted,233,243,10,4.1
2018,March,Kent                                                 ,County,Not Adjusted,431,445,14,3.1
2018,June,Kent                                                 ,County,Not Adjusted,472,482,10,2.1
2018,September,Kent                                                 ,County,Not Adjusted,450,460,10,2.2
2018,December,Kent                                                 ,County,Not Adjusted,404,414,10,2.4
2018,March,Kerr                                                 ,County,Not Adjusted,"20,850","21,591",741,3.4
2018,June,Kerr                                                 ,County,Not Adjusted,"21,468","22,245",777,3.5
2018,September,Kerr                                                 ,County,Not Adjusted,"20,940","21,649",709,3.3
2018,December,Kerr                                                 ,County,Not Adjusted,"21,255","21,902",647,3
2018,March,Kimble                                               ,County,Not Adjusted,"1,860","1,918",58,3
2018,June,Kimble                                               ,County,Not Adjusted,"1,871","1,933",62,3.2
2018,September,Kimble                                               ,County,Not Adjusted,"1,789","1,841",52,2.8
2018,December,Kimble                                               ,County,Not Adjusted,"1,760","1,818",58,3.2
2018,March,King                                                 ,County,Not Adjusted,204,209,5,2.4
2018,June,King                                                 ,County,Not Adjusted,222,228,6,2.6
2018,September,King                                                 ,County,Not Adjusted,205,211,6,2.8
2018,December,King                                                 ,County,Not Adjusted,195,199,4,2
2018,March,Kinney                                               ,County,Not Adjusted,"1,326","1,396",70,5
2018,June,Kinney                                               ,County,Not Adjusted,"1,337","1,402",65,4.6
2018,September,Kinney                                               ,County,Not Adjusted,"1,291","1,341",50,3.7
2018,December,Kinney                                               ,County,Not Adjusted,"1,212","1,264",52,4.1
2018,March,Kleberg                                              ,County,Not Adjusted,"13,090","13,764",674,4.9
2018,June,Kleberg                                              ,County,Not Adjusted,"12,474","13,207",733,5.6
2018,September,Kleberg                                              ,County,Not Adjusted,"12,451","13,086",635,4.9
2018,December,Kleberg                                              ,County,Not Adjusted,"12,649","13,267",618,4.7
2018,March,Knox                                                 ,County,Not Adjusted,"1,449","1,503",54,3.6
2018,June,Knox                                                 ,County,Not Adjusted,"1,451","1,513",62,4.1
2018,September,Knox                                                 ,County,Not Adjusted,"1,398","1,448",50,3.5
2018,December,Knox                                                 ,County,Not Adjusted,"1,328","1,371",43,3.1
2018,March,Lamar                                                ,County,Not Adjusted,"23,004","24,011","1,007",4.2
2018,June,Lamar                                                ,County,Not Adjusted,"22,895","23,872",977,4.1
2018,September,Lamar                                                ,County,Not Adjusted,"22,829","23,658",829,3.5
2018,December,Lamar                                                ,County,Not Adjusted,"22,664","23,513",849,3.6
2018,March,Lamb                                                 ,County,Not Adjusted,"5,183","5,431",248,4.6
2018,June,Lamb                                                 ,County,Not Adjusted,"5,057","5,321",264,5
2018,September,Lamb                                                 ,County,Not Adjusted,"4,978","5,207",229,4.4
2018,December,Lamb                                                 ,County,Not Adjusted,"4,715","4,929",214,4.3
2018,March,Lampasas                                             ,County,Not Adjusted,"8,820","9,162",342,3.7
2018,June,Lampasas                                             ,County,Not Adjusted,"8,762","9,134",372,4.1
2018,September,Lampasas                                             ,County,Not Adjusted,"8,795","9,145",350,3.8
2018,December,Lampasas                                             ,County,Not Adjusted,"8,827","9,161",334,3.6
2018,March,La Salle                                             ,County,Not Adjusted,"4,403","4,516",113,2.5
2018,June,La Salle                                             ,County,Not Adjusted,"4,519","4,640",121,2.6
2018,September,La Salle                                             ,County,Not Adjusted,"4,555","4,655",100,2.1
2018,December,La Salle                                             ,County,Not Adjusted,"4,443","4,536",93,2.1
2018,March,Lavaca                                               ,County,Not Adjusted,"8,489","8,777",288,3.3
2018,June,Lavaca                                               ,County,Not Adjusted,"8,625","8,921",296,3.3
2018,September,Lavaca                                               ,County,Not Adjusted,"8,484","8,750",266,3
2018,December,Lavaca                                               ,County,Not Adjusted,"8,371","8,623",252,2.9
2018,March,Lee                                                  ,County,Not Adjusted,"9,271","9,602",331,3.4
2018,June,Lee                                                  ,County,Not Adjusted,"8,944","9,256",312,3.4
2018,September,Lee                                                  ,County,Not Adjusted,"9,155","9,425",270,2.9
2018,December,Lee                                                  ,County,Not Adjusted,"9,431","9,700",269,2.8
2018,March,Leon                                                 ,County,Not Adjusted,"5,820","6,170",350,5.7
2018,June,Leon                                                 ,County,Not Adjusted,"5,834","6,169",335,5.4
2018,September,Leon                                                 ,County,Not Adjusted,"5,869","6,142",273,4.4
2018,December,Leon                                                 ,County,Not Adjusted,"5,847","6,128",281,4.6
2018,March,Liberty                                              ,County,Not Adjusted,"30,766","32,761","1,995",6.1
2018,June,Liberty                                              ,County,Not Adjusted,"30,784","32,856","2,072",6.3
2018,September,Liberty                                              ,County,Not Adjusted,"30,818","32,622","1,804",5.5
2018,December,Liberty                                              ,County,Not Adjusted,"31,100","32,846","1,746",5.3
2018,March,Limestone                                            ,County,Not Adjusted,"8,085","8,506",421,4.9
2018,June,Limestone                                            ,County,Not Adjusted,"8,147","8,571",424,4.9
2018,September,Limestone                                            ,County,Not Adjusted,"7,898","8,272",374,4.5
2018,December,Limestone                                            ,County,Not Adjusted,"7,973","8,332",359,4.3
2018,March,Lipscomb                                             ,County,Not Adjusted,"1,628","1,676",48,2.9
2018,June,Lipscomb                                             ,County,Not Adjusted,"1,628","1,678",50,3
2018,September,Lipscomb                                             ,County,Not Adjusted,"1,580","1,623",43,2.6
2018,December,Lipscomb                                             ,County,Not Adjusted,"1,584","1,627",43,2.6
2018,March,Live Oak                                             ,County,Not Adjusted,"5,069","5,273",204,3.9
2018,June,Live Oak                                             ,County,Not Adjusted,"4,898","5,115",217,4.2
2018,September,Live Oak                                             ,County,Not Adjusted,"4,917","5,103",186,3.6
2018,December,Live Oak                                             ,County,Not Adjusted,"5,047","5,218",171,3.3
2018,March,Llano                                                ,County,Not Adjusted,"8,165","8,497",332,3.9
2018,June,Llano                                                ,County,Not Adjusted,"8,398","8,737",339,3.9
2018,September,Llano                                                ,County,Not Adjusted,"8,194","8,515",321,3.8
2018,December,Llano                                                ,County,Not Adjusted,"8,033","8,347",314,3.8
2018,March,Loving                                               ,County,Not Adjusted,295,299,4,1.3
2018,June,Loving                                               ,County,Not Adjusted,255,259,4,1.5
2018,September,Loving                                               ,County,Not Adjusted,246,250,4,1.6
2018,December,Loving                                               ,County,Not Adjusted,310,314,4,1.3
2018,March,Lubbock                                              ,County,Not Adjusted,"151,449","156,792","5,343",3.4
2018,June,Lubbock                                              ,County,Not Adjusted,"151,076","156,765","5,689",3.6
2018,September,Lubbock                                              ,County,Not Adjusted,"151,544","156,225","4,681",3
2018,December,Lubbock                                              ,County,Not Adjusted,"151,865","156,302","4,437",2.8
